ID,Size,Amplitude,Time,Wrong,Device
2, 0.9, 1.5, 0.6153535, 0, mouse
2, 0.9, 1.5, 0.5964834, 0, mouse
2, 0.9, 1.5, 0.7937061, 0, mouse
2, 0.9, 1.5, 0.7748803, 0, mouse
2, 0.9, 1.5, 0.729277, 0, mouse
2, 0.9, 1.5, 0.6533175, 0, mouse
2, 0.9, 1.5, 0.6890551, 0, mouse
2, 0.9, 1.5, 0.8104612, 0, mouse
2, 0.9, 1.5, 0.6753645, 0, mouse
2, 0.9, 1.5, 0.6368373, 0, mouse
2, 0.6, 1.5, 0.4890873, 0, mouse
2, 0.6, 1.5, 0.8047833, 0, mouse
2, 0.6, 1.5, 0.5996601, 0, mouse
2, 0.6, 1.5, 0.7943679, 0, mouse
2, 0.6, 1.5, 1.056157, 0, mouse
2, 0.6, 1.5, 0.5946245, 0, mouse
2, 0.6, 1.5, 0.8817028, 0, mouse
2, 0.6, 1.5, 0.6711466, 0, mouse
2, 0.6, 1.5, 0.6237258, 0, mouse
2, 0.6, 1.5, 0.6767027, 0, mouse
2, 0.3, 1.5, 0.5896641, 0, mouse
2, 0.3, 1.5, 0.8141199, 0, mouse
2, 0.3, 1.5, 1.410001, 0, mouse
2, 0.3, 1.5, 0.9353004, 0, mouse
2, 0.3, 1.5, 1.031598, 0, mouse
2, 0.3, 1.5, 0.9008569, 0, mouse
2, 0.3, 1.5, 0.91228, 0, mouse
2, 0.3, 1.5, 0.9620972, 0, mouse
2, 0.3, 1.5, 0.9613633, 0, mouse
2, 0.3, 1.5, 0.884384, 0, mouse
2, 0.9, 3, 0.6987318, 0, mouse
2, 0.9, 3, 0.6005662, 0, mouse
2, 0.9, 3, 0.9316314, 0, mouse
2, 0.9, 3, 0.7440626, 0, mouse
2, 0.9, 3, 1.132067, 0, mouse
2, 0.9, 3, 0.9969614, 0, mouse
2, 0.9, 3, 0.9991044, 0, mouse
2, 0.9, 3, 0.8550405, 0, mouse
2, 0.9, 3, 0.8684728, 0, mouse
2, 0.9, 3, 0.7838682, 0, mouse
2, 0.6, 3, 0.4833352, 0, mouse
2, 0.6, 3, 0.8369659, 0, mouse
2, 0.6, 3, 0.9716874, 0, mouse
2, 0.6, 3, 1.22852, 0, mouse
2, 0.6, 3, 1.160211, 0, mouse
2, 0.6, 3, 1.125465, 0, mouse
2, 0.6, 3, 0.911411, 0, mouse
2, 0.6, 3, 1.035549, 0, mouse
2, 0.6, 3, 1.030913, 0, mouse
2, 0.6, 3, 1.175715, 0, mouse
2, 0.3, 3, 0.9381021, 0, mouse
2, 0.3, 3, 0.9678007, 0, mouse
2, 0.3, 3, 1.6242, 0, mouse
2, 0.3, 3, 1.21593, 0, mouse
2, 0.3, 3, 1.222626, 0, mouse
2, 0.3, 3, 1.038725, 0, mouse
2, 0.3, 3, 1.640397, 0, mouse
2, 0.3, 3, 1.125642, 0, mouse
2, 0.3, 3, 1.164837, 0, mouse
2, 0.3, 3, 1.012262, 0, mouse
2, 0.9, 4.5, 0.6124212, 0, mouse
2, 0.9, 4.5, 0.7452465, 0, mouse
2, 0.9, 4.5, 0.931744, 0, mouse
2, 0.9, 4.5, 0.8472545, 0, mouse
2, 0.9, 4.5, 1.249616, 0, mouse
2, 0.9, 4.5, 1.042213, 0, mouse
2, 0.9, 4.5, 0.9848244, 0, mouse
2, 0.9, 4.5, 0.682132, 0, mouse
2, 0.9, 4.5, 0.7957613, 0, mouse
2, 0.9, 4.5, 1.465597, 0, mouse
2, 0.6, 4.5, 0.4340788, 0, mouse
2, 0.6, 4.5, 1.002007, 0, mouse
2, 0.6, 4.5, 0.9837742, 0, mouse
2, 0.6, 4.5, 1.09631, 0, mouse
2, 0.6, 4.5, 1.504884, 0, mouse
2, 0.6, 4.5, 1.184139, 0, mouse
2, 0.6, 4.5, 1.441684, 0, mouse
2, 0.6, 4.5, 1.445672, 0, mouse
2, 0.6, 4.5, 1.157192, 0, mouse
2, 0.6, 4.5, 1.140702, 0, mouse
2, 0.3, 4.5, 0.6962288, 0, mouse
2, 0.3, 4.5, 1.821311, 0, mouse
2, 0.3, 4.5, 1.5918, 0, mouse
2, 0.3, 4.5, 1.465914, 0, mouse
2, 0.3, 4.5, 1.569891, 0, mouse
2, 0.3, 4.5, 1.620903, 0, mouse
2, 0.3, 4.5, 1.157881, 0, mouse
2, 0.3, 4.5, 3.0225, 0, mouse
2, 0.3, 4.5, 1.650942, 0, mouse
2, 0.3, 4.5, 1.812476, 0, mouse
