ID,Size,Amplitude,Time,Wrong,Device
8, 0.9, 1.5, 0.9161795, 0, mouse
8, 0.9, 1.5, 0.5806147, 0, mouse
8, 0.9, 1.5, 0.5543383, 0, mouse
8, 0.9, 1.5, 0.5129102, 0, mouse
8, 0.9, 1.5, 0.558104, 0, mouse
8, 0.9, 1.5, 0.5571, 0, mouse
8, 0.9, 1.5, 1.250935, 0, mouse
8, 0.9, 1.5, 0.464499, 0, mouse
8, 0.9, 1.5, 0.5917413, 0, mouse
8, 0.9, 1.5, 0.5190783, 0, mouse
8, 0.6, 1.5, 0.9491493, 0, mouse
8, 0.6, 1.5, 0.4805224, 0, mouse
8, 0.6, 1.5, 0.6521217, 0, mouse
8, 0.6, 1.5, 0.5575149, 0, mouse
8, 0.6, 1.5, 0.6526765, 0, mouse
8, 0.6, 1.5, 0.4973955, 1, mouse
8, 0.6, 1.5, 0.3020051, 0, mouse
8, 0.6, 1.5, 0.561903, 0, mouse
8, 0.6, 1.5, 0.6197982, 0, mouse
8, 0.6, 1.5, 0.9609888, 0, mouse
8, 0.6, 1.5, 0.5527178, 0, mouse
8, 0.3, 1.5, 0.8621319, 0, mouse
8, 0.3, 1.5, 0.7278354, 0, mouse
8, 0.3, 1.5, 0.7010478, 0, mouse
8, 0.3, 1.5, 0.7136822, 0, mouse
8, 0.3, 1.5, 0.7152885, 0, mouse
8, 0.3, 1.5, 0.7458415, 0, mouse
8, 0.3, 1.5, 0.6965645, 0, mouse
8, 0.3, 1.5, 0.6758018, 0, mouse
8, 0.3, 1.5, 0.746841, 0, mouse
8, 0.3, 1.5, 0.6041485, 0, mouse
8, 0.9, 3, 0.6743246, 0, mouse
8, 0.9, 3, 0.6403553, 0, mouse
8, 0.9, 3, 0.5370017, 0, mouse
8, 0.9, 3, 0.4607194, 0, mouse
8, 0.9, 3, 0.6173702, 0, mouse
8, 0.9, 3, 0.6753503, 0, mouse
8, 0.9, 3, 0.6427581, 0, mouse
8, 0.9, 3, 0.4970426, 0, mouse
8, 0.9, 3, 0.6012786, 0, mouse
8, 0.9, 3, 0.5071461, 0, mouse
8, 0.6, 3, 0.6992741, 0, mouse
8, 0.6, 3, 0.6232496, 0, mouse
8, 0.6, 3, 0.5921679, 0, mouse
8, 0.6, 3, 0.6029716, 0, mouse
8, 0.6, 3, 0.6676015, 0, mouse
8, 0.6, 3, 0.5755852, 0, mouse
8, 0.6, 3, 0.6213651, 0, mouse
8, 0.6, 3, 0.6257588, 0, mouse
8, 0.6, 3, 0.6549544, 0, mouse
8, 0.6, 3, 0.5816484, 0, mouse
8, 0.3, 3, 0.794981, 0, mouse
8, 0.3, 3, 0.6406578, 0, mouse
8, 0.3, 3, 0.6864029, 0, mouse
8, 0.3, 3, 0.7120649, 0, mouse
8, 0.3, 3, 0.9302173, 1, mouse
8, 0.3, 3, 0.3532909, 0, mouse
8, 0.3, 3, 0.6599748, 0, mouse
8, 0.3, 3, 1.053148, 0, mouse
8, 0.3, 3, 0.7452171, 0, mouse
8, 0.3, 3, 0.7379019, 0, mouse
8, 0.3, 3, 0.6858947, 0, mouse
8, 0.9, 4.5, 0.6202452, 0, mouse
8, 0.9, 4.5, 0.673466, 0, mouse
8, 0.9, 4.5, 0.7404306, 1, mouse
8, 0.9, 4.5, 0.318978, 0, mouse
8, 0.9, 4.5, 0.7284117, 0, mouse
8, 0.9, 4.5, 0.8911928, 0, mouse
8, 0.9, 4.5, 0.6452909, 0, mouse
8, 0.9, 4.5, 0.7379676, 0, mouse
8, 0.9, 4.5, 0.7167556, 0, mouse
8, 0.9, 4.5, 0.7195435, 0, mouse
8, 0.9, 4.5, 0.5512564, 0, mouse
8, 0.6, 4.5, 0.6060236, 0, mouse
8, 0.6, 4.5, 1.787444, 1, mouse
8, 0.6, 4.5, 0.2864232, 0, mouse
8, 0.6, 4.5, 0.7889553, 0, mouse
8, 0.6, 4.5, 0.7144893, 0, mouse
8, 0.6, 4.5, 0.7790484, 0, mouse
8, 0.6, 4.5, 0.8153039, 0, mouse
8, 0.6, 4.5, 0.6719135, 0, mouse
8, 0.6, 4.5, 0.8569441, 0, mouse
8, 0.6, 4.5, 0.8091528, 0, mouse
8, 0.6, 4.5, 0.7396768, 0, mouse
8, 0.3, 4.5, 0.5705124, 0, mouse
8, 0.3, 4.5, 0.9472874, 0, mouse
8, 0.3, 4.5, 0.7471149, 0, mouse
8, 0.3, 4.5, 0.809117, 0, mouse
8, 0.3, 4.5, 0.8045444, 0, mouse
8, 0.3, 4.5, 0.9495443, 0, mouse
8, 0.3, 4.5, 0.9243634, 0, mouse
8, 0.3, 4.5, 0.9929706, 0, mouse
8, 0.3, 4.5, 1.015958, 0, mouse
8, 0.3, 4.5, 0.8330566, 0, mouse
