ID,Size,Amplitude,Time,Wrong,Device
1, 0.9, 1.5, 1.166402, 0, pad
1, 0.9, 1.5, 1.372316, 0, pad
1, 0.9, 1.5, 1.289676, 0, pad
1, 0.9, 1.5, 1.064783, 0, pad
1, 0.9, 1.5, 1.270388, 0, pad
1, 0.9, 1.5, 1.353459, 0, pad
1, 0.9, 1.5, 1.334396, 0, pad
1, 0.9, 1.5, 1.416051, 0, pad
1, 0.9, 1.5, 1.143915, 0, pad
1, 0.9, 1.5, 1.239255, 0, pad
1, 0.6, 1.5, 1.124608, 0, pad
1, 0.6, 1.5, 1.281548, 0, pad
1, 0.6, 1.5, 1.426865, 0, pad
1, 0.6, 1.5, 1.282324, 0, pad
1, 0.6, 1.5, 1.358381, 0, pad
1, 0.6, 1.5, 1.109701, 0, pad
1, 0.6, 1.5, 1.27279, 0, pad
1, 0.6, 1.5, 1.297046, 0, pad
1, 0.6, 1.5, 1.363472, 0, pad
1, 0.6, 1.5, 1.29978, 0, pad
1, 0.3, 1.5, 1.029898, 0, pad
1, 0.3, 1.5, 1.554818, 0, pad
1, 0.3, 1.5, 1.463168, 0, pad
1, 0.3, 1.5, 1.470405, 0, pad
1, 0.3, 1.5, 1.356205, 0, pad
1, 0.3, 1.5, 1.642055, 0, pad
1, 0.3, 1.5, 1.3738, 0, pad
1, 0.3, 1.5, 1.587423, 0, pad
1, 0.3, 1.5, 1.511333, 1, pad
1, 0.3, 1.5, 0.9777125, 0, pad
1, 0.3, 1.5, 1.89851, 0, pad
1, 0.9, 3, 1.120751, 0, pad
1, 0.9, 3, 1.359577, 0, pad
1, 0.9, 3, 1.530443, 0, pad
1, 0.9, 3, 1.262556, 0, pad
1, 0.9, 3, 1.222838, 0, pad
1, 0.9, 3, 1.021583, 0, pad
1, 0.9, 3, 1.291855, 0, pad
1, 0.9, 3, 1.46341, 0, pad
1, 0.9, 3, 1.323043, 0, pad
1, 0.9, 3, 1.440152, 0, pad
1, 0.6, 3, 1.374846, 0, pad
1, 0.6, 3, 1.304338, 0, pad
1, 0.6, 3, 1.725889, 0, pad
1, 0.6, 3, 1.236735, 0, pad
1, 0.6, 3, 1.593542, 0, pad
1, 0.6, 3, 1.290695, 0, pad
1, 0.6, 3, 1.352492, 0, pad
1, 0.6, 3, 1.36259, 0, pad
1, 0.6, 3, 1.416238, 0, pad
1, 0.6, 3, 1.465536, 0, pad
1, 0.3, 3, 1.072918, 0, pad
1, 0.3, 3, 1.580791, 0, pad
1, 0.3, 3, 1.424866, 0, pad
1, 0.3, 3, 1.504707, 0, pad
1, 0.3, 3, 1.372339, 0, pad
1, 0.3, 3, 1.210644, 0, pad
1, 0.3, 3, 1.528724, 0, pad
1, 0.3, 3, 1.485011, 0, pad
1, 0.3, 3, 1.456401, 0, pad
1, 0.3, 3, 1.670731, 0, pad
1, 0.9, 4.5, 1.160729, 0, pad
1, 0.9, 4.5, 1.439029, 0, pad
1, 0.9, 4.5, 1.405597, 0, pad
1, 0.9, 4.5, 1.485061, 0, pad
1, 0.9, 4.5, 1.441349, 0, pad
1, 0.9, 4.5, 1.26361, 0, pad
1, 0.9, 4.5, 1.520906, 0, pad
1, 0.9, 4.5, 1.308002, 0, pad
1, 0.9, 4.5, 1.362538, 0, pad
1, 0.9, 4.5, 1.397959, 0, pad
1, 0.6, 4.5, 1.184297, 0, pad
1, 0.6, 4.5, 1.261299, 0, pad
1, 0.6, 4.5, 1.803507, 0, pad
1, 0.6, 4.5, 1.848682, 0, pad
1, 0.6, 4.5, 1.892255, 0, pad
1, 0.6, 4.5, 1.362582, 0, pad
1, 0.6, 4.5, 1.524239, 0, pad
1, 0.6, 4.5, 1.691294, 0, pad
1, 0.6, 4.5, 1.551393, 0, pad
1, 0.6, 4.5, 1.4752, 0, pad
1, 0.3, 4.5, 1.237146, 0, pad
1, 0.3, 4.5, 1.869092, 0, pad
1, 0.3, 4.5, 1.518831, 0, pad
1, 0.3, 4.5, 1.797232, 0, pad
1, 0.3, 4.5, 2.51757, 0, pad
1, 0.3, 4.5, 1.55514, 0, pad
1, 0.3, 4.5, 1.9644, 0, pad
1, 0.3, 4.5, 1.971639, 0, pad
1, 0.3, 4.5, 1.664361, 0, pad
1, 0.3, 4.5, 1.561691, 0, pad
